input,expected_resolved,should_resolve,target_language
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,punjabi
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,odia
The scientists discovered a new planet. They named it after their institute.,The scientists discovered a new planet. The scientists discovered a named the scientists discovered a after the scientists discovered a's institute.,True,assamese
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,hindi
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,bengali
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,tamil
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,telugu
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,marathi
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,gujarati
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,kannada
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,malayalam
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,punjabi
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,odia
The firefighters entered the building. They rescued all the people from it.,The firefighters entered the building. The firefighters entered the rescued all the people from the firefighters entered the.,True,assamese
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,hindi
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,bengali
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,tamil
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,telugu
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,marathi
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,gujarati
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,kannada
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,malayalam
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,punjabi
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,odia
The volunteers cleaned the park. They collected ten bags of trash.,The volunteers cleaned the park. The volunteers cleaned the collected ten bags of trash.,True,assamese
The soldiers marched together. They saluted the flag proudly.,The soldiers marched together. The soldiers marched together saluted the flag proudly.,True,hindi
The soldiers marched together. They saluted the flag proudly.,The soldiers marched together. The soldiers marched together saluted the flag proudly.,True,bengali
The soldiers marched together. They saluted the flag proudly.,The soldiers marched together. The soldiers marched together saluted the flag proudly.,True,tamil
